c_text,hatespeech
"@hubner_bettina Die Querdenker demonstrieren ziemlich offen ohne direkte Gewalt gegen sie. Im Gegenteil, durch die aggressive Politik der AFD wurde Herr Lübcke ermordert. Stefan E. war AFD Wähler und Sympathisant. Querdenker greifen hin und wieder auch Journalisten an, was sagen sie dazu?",0
@IngmarStadelman @dknake @derspiegel Frag doch mal Laschet... der wird was erzählen und eigentlich was anderes meinen! Der Kerl ist unwählbar!Das hat er jetzt aber zu oft bewiesen. Ein Fähnchen was sich selbst im Sturm vom Pusten der Lobbyisten beeinflussen lässt! Seine Resilienz ist unfassbar dämlich!,0
"@Django96108762 @Alterroth @AfdZukunft @AfD_Thueringen @BjoernHoecke LÜGEN haben kurze Beine wie Anstreicherlein Chrupalla 😉

Dem Parteivolk Wasser predigen und selbst auf deren Kosten teuren Wein saufen, ganz wie bei der SED.

Dumm, wer auf die LÜGEN der  EkelhAfDen AfD-Politbonzen reinfällt https://t.co/pqgNX2KtIk",1
"@SabineBr3 @AlvaLilla @stefan1531 @Hans456789 @Karl_Lauterbach Schaffen wir doch alle Impfungen ab. Neue, alte Krankheiten? Egal, nur nicht impfen. 
Starten wir doch einen Versuch. Ein Bundesland öffnet wieder alles. Mal sehen wie sichs entwickelt.

Ironie aus. Nein danke. Ich ziehe es vor, medizinischen Katastrophen vorzubeugen.",0
"@Karl_Lauterbach Lieber Herr @Karl_Lauterbach Setzen Sie sich doch ein dafür, die Kunst, Kultur und Sport draußen sofort zu zulassen. Ob diese Notbremse jetzt wirkt können Sie noch gar nicht wissen. Man kann genauso argumentieren: die Saisonalität wirkt.
#openairstattausgangssperre",0
"@ChakerRonai Ersetze ""Kopftuch"" durch ""Kreuzkette"" und denke darüber nach, ob dich das auch stören würde.",0
"Im dritten Webinar der Reihe ""Wissenschaf(f)t Perspektiven"" erklärt Dr. Nicola Jacobshagen, Expertin für Gesundheitsmanagement, wie die Gesundheit und Motivation der Mitarbeitenden gefördert werden kann.

Jetzt anmelden: https://t.co/ZEtZFgWk3a

#COVID19 #wisschenschaft https://t.co/kCwF1CCVpj",0
@ntvde Und wenn das nicht klappt kommt das Klimaschutzgesetzt und der Klima-Lockdown 💣🚷👞⛔,0
"@NonButTheBrave @SteffenSchlager @Karl_Lauterbach Staatsmedien, so so. 🤭",0
"@Moominsusi @Karl_Lauterbach @BILD So Susi, nun mal Butter bei die Fische. Konkrete Beispiele will ich sehen. Ich mag den Populismus der BILD auch nicht, aber sie verfügt über sehr gute Kontakte und hat sehr oft recht mit dem was sie schreibt.",0
@BILD Als wenn der etwas anderes sagt als die Merkel. Lach mich Tod. Auch so nen Schwätzer vor dem Herren,0
@BastardHegels @iknrr @ainyrockstar Alter der Syrer saß da ganz friedlich im Bus wie jeder andere auch und der Nazi Spast kommt an und attackiert ihn wtf ist falsch bei dir 🤦🏼‍♂️,0
"@mod_nom @watwillse @ZentralratJuden @ulfposh Nicht ganz, aus Österreich...",0
@FlugschuleE #EvaRosen halt die Fresse ich fordere alle #querdenker in den Knast alles Potentielle Mörder,1
"@ntvde Klasse. Hier sammeln sich direkt die drecks Nazis unter diesem Beitrag - mit ihrem peinlichen Gejammer um die bösen Immigranten, die ausnahmslos ,braven Deutschen’ und ihren Frauen etwas Böses wollen. Peinlicher Haufen übelster Unterschichten-Abschaum. #AfDrausausdenParlamenten",1
"@Dennis_Hohloch @Tino_Chrupalla ""Die AfD ist eine Partei, in der Rechtsextremisten Wortführer sind.""
Wer vom @Tagesspiegel so etwas wie unabhängigen, neutralen oder auch nur guten Journalismus erwartet, hat die Kontrolle über sein Leben verloren.
#goAfD #nurnochAfD",0
"@moerv_vom_doerf @JohannesNormann @SerapGueler Alles Nazis!!
Sie haben so recht 🥰🥰",0
"Jemand weist zurecht daraufhin, dass Frau Baerbock auf der Seite der Boell-Stiftung auch nicht als Mitglied im Fachbeirat Europa/Transatlantik geführt wird. https://t.co/YM9wsvVEFw",0
"@damnjessieh_ @thisisitA123 @ABaerbock Du erkennst die Ironie nicht, weil du nicht recherchiert hast. So einfach ist das, denn Aogo hat vermehrt scheiße geschrieben. Und Palmer ist alles andere als ein Rassist. Das Meme erklärt eigentlich alles! https://t.co/puvnR4tT0x",0
"@DrKolberg @Andreas64822614 @AfD_FraktionNRW @StanglIngrid Der AfD-Fan Kohlberg und die ""neue SA"". Soso...

Man wundert sich über nichts mehr bei den AfDeppen😉

Sie können lange nach Hirn schreien.
Bei Ihnen bleibt es so hohl, braun und düster wie vorher👎👎👎 

#AfDm8dumm 
#AfDrausausdenParlamenten https://t.co/qnoUdh00Xk",1
"@BB12_DE @DonJoschi Gut gebrüllt @ArminLaschet .
Aber leider etwas zu spät. 
Meine Meinung:  Ihr habt's mit eurer Merkelarschkriecherei vergeigt.
Armin tritt ab, überlasse das Feld @_FriedrichMerz , @HGMaassen + paar anderen denkenden Köpfen der @cdu .
Und machts mit Demokraten, machts mit der @AfD",0
"@oOTsukiOo glaube langsam dass der Laschet ein Schläfer der SPD ist, der die CDU unterwandert hat um sie zu zerstören 💀💀💀",0
@_FriedrichMerz Haben wir in Geographie ein wenig geschlafen? Seit wann ist ein Flug nach #Mallorca ein Kurzstreckenflug? Das sind in gerader Linie von Frankfurt bis Palma ca. 1200 km und dauert etwas mehr 2 Stunden.,0
@SamianiAlfredo @Hans456789 @Karl_Lauterbach https://t.co/6v25ugkHiF  Hausaufgaben,0
"@reitschuster 15 Ärzte - Tierarzt, Apotheker, PTA gehören da auch dazu. Und Psychiater.  Die Intensivstationen in unserem Landkreis sind voll, über 40% Covid19-Fälle.  Ich könnte 🤮",0
Noch im Dezember mussten @sanofi und GlaxoSmithKline einen schweren Rückschlag bei der Entwicklung ihres #Corona-Impfstoffes hinnehmen. Nun sorgen neue Tests für großen Optimismus. https://t.co/12NKjgqVHj #Covid19 #Coronavirus,0
@Giftzwergin22 @SteffenSchlager @Karl_Lauterbach Dann waren es wohl die falschen Medien..,0
@davidbest95 @greenpeace_de Äußerst differenzierte Analyse.,0
"Jetzt kapiere ich, wie die @DB_Bahn Schwarzfahrer bekommt. Einfach am Bahnhof ne frühere Abfahrtszeit (5 oder 10 Min früher) zeigen. Der Fahrgast steigt aus Schreck in den Zug ohne Ticket. Schlau gedacht, Respekt ans Management für die Idee. https://t.co/XazgP7on7p",0
"@fleurliberte @quarkswdr Danke. 👍 Keiner hat mir geglaubt, das Frau Merkel DAS Trojanische Pferd verkörpert.",0
"@Laforce_61 @T_Emmert @leipzig04349 @Karl_Lauterbach Whataboutism gegen Strohmann - wo und wann hat die Querdenkenbewegung zum Sturz der Regierung aufgerufen? Und wohlgemerkt die Querdenker, nicht ein paar Verirrte vor dem Reichstag.",0
"@agneshellow @Karl_Lauterbach Ich glaube schon dass sich einige eine Impfung wünschen. Aber nicht weil sie Angst vor einer Infektion haben sondern wegen der Freiheiten, die man ihnen in Aussicht stellt",0
@janboehm Trinkgeld auch immer an den DHL Fahrer. Vorteil: Der vergisst nie wieder zu klingeln.,0
"In #NRW gelten von diesem Montag an erste Lockerungen für vollständig gegen das Coronavirus geimpfte Menschen. Vorteile haben Geimpfte und Genesene etwa beim „Click and Meet“ im Einzelhandel, bei Besuchen in Zoos und Botanischen Gärten. https://t.co/hgQdOM8l3J",0
"@schmidja2017 @CorinnaMiazga @Benjamina8221 ja aber dieses strunzdumme Grünenweib ist doch mal so hohl wie eine leere Mülltonne. Null und nix in der Birne
aber auf Kanzlerin- Kandidatin machen. 
Da bleib ich doch bei der AFD, der einzigen Partei in Deutschland die noch für das Wohl des deutschen 
Normalbürgers kämpft.",0
"@tagesschau Die Pandemie zeigt wie die pol. Kultur unter Merkel total verkommen ist .wie pol.Ämter u Führungspos. besetzt werden mit fachfremden inkompetenten Stümpern u Idioten , die in ihrer Arroganz u Selbstherrlichkeit    zum Niedergang des Landes beitragen. Warum treten sie nicht zurück",1
@FX_Tomis @ttopmok @Markus_Soeder Warum ist das Ozonloch kleiner geworden? Weil man weltweit das Verhalten geändert hat! Das is nicht von alleine passiert,0
"@P_Plattform Die AFD ist auch keine Alternative,  sondern auch nur ein weiterer Verbrecherverein der zur Zeit ein wenig gehypt wird.",1
"@tagesschau #tagesschau macht ihr die Überschriften mit ab Sicht so oder wovon habt ihr Angst ,mit was haben die Israelis seit Jahren auf die Palastinenser Geschoss , was ist das für eine einseitige Berichterstattung, Israel seine Fehler werden von euch überhaupt nicht wahrgenommen!!",0
"@realTomBohn @Tagesspiegel Querdenker ist schlecht formuliert, Nachdenker oder Mitdenker fände ich wesentlich sinnvoller! Fakt ist jedoch das unsere Politik massiv versucht andere Meinungen zu erdrücken, schikaniert und manipuliert! Hatten wir und braucht keiner mehr!!",0
@Bobby60269717 @watwillse @ZentralratJuden @ulfposh Doch natürlich ist es eine Gefahr. Aber welchen Einfluss haben die auf die antisemitischen Straftaten? Bringen Sie doch Belege. Dann glaube ich Ihnen.,0
"@docholi95307723 @HeikoGermanus @reitschuster https://t.co/90Oboym1pc
Liefers war auch mal Pfosten Fan, hat aber Ehre genug und Eier um einen Fehler einzugestehen, sollten sie auch ,machen, das befreit von der Schuld Kontakt.",0
"Die linken Lehrer laufen hier in NS zu Hochform auf. Ethik Unterricht - eine Katastrophe. Die bösen Kreuzzüge, BLM. Frage an d. Schüler: Wie reagiert ihr, wenn ein Ausländerkind v. d. Weißen verprügelt wird?  Was sagt ihr zu diesem (vormals NPD) Plakat: kriminelle AUSLÄNDER RAUS? https://t.co/9rwmGPkCU5",1
"@Xrxtn @philopolist @Alice_Weidel @UweJunge Schon lange nicht mehr. Das war mal vor 60-70 Jahren so. Aber vielleicht mischen dich mal ein paar gegnerische Holls auf, ist ja ""Tradition"" und gehört in deinen Augen scheinbar.",0
"@BILD Diese Partei @Die_Gruenen  möchte Deutschland regieren. Mit offen linksextremen Kandidaten für den Bundestag @bunteannka ! Frau #Baerbock scheint das nicht zu interessieren, sie bastelt weiter an der Legende der lieben, bürgerlichen Grünen.",0
"@marleyHere41 @DeineMeinungung @Fladdeh1 @jo_silentio @Karl_Lauterbach Nein, sind wir nicht. Es ist ratsam, ""achtsam"" zu sein, ja. Es ist ein Szenario. Aber nicht erwiesene Tatsache, schon gar nicht hinsichtlich Details.",0
@GeorgineKellerm @AliCologne Respekt Frau Kellermann!! Von mir 100 Punkte,0
"@Karl_Lauterbach @ob_palmer Die Formulierungen @ob_palmer sind ein absolutes no go in einer toleranten und weltoffenen Kultur wie sie die @Die_Gruenen represäntieren. Völlig richtig, wenn sie sich von ihm trennen.",0
"@welt Steht im Koran nicht was von Alkoholverbot? Aber wieder aufregen, wenn es in der Mensa nur Schweinefleisch gibt. Ganz mein Humor",0
@Crosshead16 @SteffenSchlager @Karl_Lauterbach Ein Fieberthermometer ist nicht das gleiche wie ein Corona Test. Lauterbach sagt ja selbst nur 6/10 Tests sind richtig ;) Und ich wiederhole es gerne: Wo bleibt jz das Argument? Ich seh nur dummes rumgerede...,0
"@pkronnsen @fschwob98 @S_Michel_ Säubern = aufräumen, Ausradieren = verbieten den gar aus machen. Nichts davon ist Nazi speech aber hey wenn ich Terroristen verteidige versuche ich das auch zu relativieren.",1
"@FritzSeppal @Shania20204 @flederesel @ChanasitJonas @YouTube Sind nur zum Teil Corona Tote, und ein Teil von über 1 Mill. Toten.
Seit wann werden jetzt die Toten über die Jahre weiter gezählt?
Typisch, merkt Ihr nicht wann es reicht mit Eurer dummen Hetze.

#allesdichtmachen  #HeinerUltras 💚",0
"@APVogt Frau Baerbock ist nach #AfD-Definition aber sowas von normal!
Verheiratet mit einem männlichen Ehepartner und zwei Kinder.
Was wollt ihr eigentlich noch mehr?",0
"@HohlerAli @ThomasKunzfeld @moerv_vom_doerf @JohannesNormann @SerapGueler Wer liest das denn, außer seinen Fanboys? 🤡",0
"@herr_sin @Karl_Lauterbach @Alice_Weidel OOOODER einige sind einfach so dämlich um selbst ""interracial lesbians "" als Nazi anzuschreien.",0
Was die #AnneWill gibt es bestimmt auch auf Amazon https://t.co/FYQIfFKb0W,0
@nati93x @FozzyTimeless @Hoellenaufsicht @Alice_Weidel @UweJunge Hat sie doch recht mit. Wo ist denn da dein Problem?,0
"@Karl_Lauterbach 2) Zeitraum auch wieder Teil des Infektionsgeschehens sein können. Man kann daher doch nicht einfach pauschal sagen: Du bist geimpft, also bist du nicht mehr ansteckend und brauchst z.B. nicht mehr in Quarantäne. Das ist ohne sterile Immunität doch sehr „optimistisch“.",0
"@migrate89 Warum muss sie das aushalten, wenn sie ins Kanzleramt will? 
Kann mich nicht dran erinnern, dass Frau Merkel schonmal dazu aufgefordert wurde einen schmierest öffentlich zu machen, um zu zeigen, dass sie was gelernt hat im Studium.

Zählen so gar keine Inhalte mehr?",0
@danny_wilmore @HWForster1 Tweet gemeldet. Das ist definitiv eines der widerlichsten Dinge die ich jemals lesen musste.,0
"@AntifaNordsachs Naja bulle bleibt nun mal Bulle...

Was mir nur sorgen bereitet ist das eine rechte gruppierung stark genug ist und bereit so was durch zu ziehen.

Aber Bulle bleibt nun mal Bulle, wenn bei ner linken demo sowas abgezogen wird wehren sich die leute ja auch. 
Von daher #ACAB",1
"Nochmal, Nazis und Querdenker sind das Problem des Staates. Es ist deren Aufgabe für Sicherheit zu sorgen. Wenn ich so ne scheisse lese ""Wo sind den die ganzen Antifaschisten gewesen am Samstag?"" Die haben noch nen Leben nebenbei. Regt mich das auf.",0
"@GunstickULM Na dann hoffe ich für dich, dass du noch ne Weile machst.",0
"@NosonDr @elhotzo Gehörst du eigentlich zur Masse der Mitläufer in eurem Todeskult, zu den wahrscheinlich gut bezahlten Durchseuchungspropagandisten oder zur Elite der #Coronazis (eher nicht, schätze ich). Und wer hat dieses Mal die Dogwhistle geblasen, mich zu stalken?",1
"@timluedde Ab heute müssen sich Obdachlose nachts in Luft auflösen. Es sei denn, sie besitzen eine Tarnkappe! Da braucht man kein Querdenker zu sein!",0
"@MontanaBlack Boah dem typen hätte ich so gerne die scheiße ausm leib geprügelt erschossen gehört dieser wixxer was denkt er wer er ist
Und wegen sowas liebe Leute sind wir Deutschen immer noch Nazis wegen solchem abschaum merkt euch das Gesicht wenn euch der nächste wieder als nazi beleidigt",0
"@welt es wäre auf jeden fall besser gewesen, wenn sie sich vorher mal auf eine corona intensiv begeben hätten...nur zu ihrer info auch mal mit den schwestern und pflegern gesprochen hätten...",0
"@NicoleSUPERTRA @janboehm Okay, dann ein anderes plastisches Beispiel als Selbsttest: wenn ich dich nach deinen Lieblingsschauspielern frage, kommt dann die gleiche Liste wie wenn ich nach deinen liebsten Schauspieler*innen frage?",0
"@AufDerSuche5 @PSchnei26364427 @Amateur_Profi @reitschuster Im gegensatz zu dir tue ich das. und für die coronaberichterstattung trifft das eindeutig zu. erst seit kurzem liest und hört man kritische töne. um das beurteilen zu können, braucht es freilich ein breiteres interesse als die reduzierung auf staatssubventionierte medien.",0
@ZDF Oh ist wieder Kuschelzeit der #ÖRR mit #grünen #MöchtegernKanzlerin #Baerbock???,0
"Obach! #Bild will nicht, dass wir #HaltDieFresseBild tweeten or retweeten!

Vielleicht ist ja #HaltDieFresseSpringerPresse genehm? Man weiß es nicht. https://t.co/3vHpMl9BFf",0
@dneuerer @RegBerlin „SPD-Politikerin vertritt SPD-Programm“ 🤷‍♂️,0
@Altbaubewohner Nicht jeder Kiffer ist ein Assi.  genauso wie nicht jeder AfD Sympathisant ein Nazi ist. Auch bei den ganz linken gibt es welche mit Verstand und im Grunde sind alle unterwandert von diesen Mistschweinen die zerstören und spalten wollen. #satanisten,0
"@mazler @BieroslavDose @lawsomej01 @o_jthe @PhilippHH93 @annewill Bor krass, er hat einen Artikel empfohlen aus einem magazin dessen Herausgeber dubios ist. Du hättest lieber länger googlen sollen.
Euer kontaktschuldfetisch ist für gesunde Menschen einfach nur erbärmlich. Er ist also nicht antisemitisch, aber hat mal nen Antisemiten  angeschaut",0
"@Xrxtn @philopolist @Alice_Weidel @UweJunge Solange Vollpfosten wie Jung rumseibern, hat München, mit dieser Aktion, alles richtig gemacht.",0
"mal nach berlin zum 1.mai geschaut? pressevertreter werden von der polizei geschlagen und geschubst ..oder g20 hamburg, mit nachrichtendienstliche mittel ausspioniert, aber wir schauen nach russland, is halt weit weg und feindbilder wollen gepflegt werden ..  🤷 https://t.co/296Cx0Hvwu",0
"Ich hoffe von ganzem Herzen,  dass die Union die Wahl eindeutig verliert!
Aber was ist die Alternative?
Grüne  = alles für Banker und Bonzen und extreme Kriegsgefahr!
SPD  = einfache Bevölkerung wird missachtet und belogen. 
FDP = kotzen 
Linke  = realitätsfern 
AfD=kotzen 
Also?",0
"@Hemulinsky @NiemaMovassat Ohne Frage.
Momentan erleben wir aber auch 'importierten Antisemitismus' und das muss man auch so benennen.
Wir haben aber sicherlich auch 'hausgemachten Antisemitismus'. Beides müssen wir bekämpfen, aber vielleicht mit unterschiedlichen Methoden.",0
@_MartinHagen @Luisamneubauer Kann es sein dass du dumm bist es gibt ein Unterschied zwischen Israel und  Judentum !!! Like Israel ist ein ekelhafte Nation judentum ist ein schöne Religion. Also HDM,1
"#Querdenker Dummdenker schreien etwas von Diktatur, unfähige Politiker, also unfähige Diktatur.

Das liegt daran, daß diese 'unfähige Diktatur' eigentlich eine Demokratie ist.

#Querdenken Leerdenker #nonazis Niemand braucht Diktatur! #nieWieder #LiebestattHass",1
@veritas60756463 Selten so eine Scheiße gelesen! Wie kommt man auf so einen geistigen Dünnpfiff??,0
"@PAOKGATE45 Wenn der Dieb „Haltet den Dieb“ schreit .

Warum seit ihr Grekkos nur so dumm ? 

#Greece #Griechenland #Korruption

https://t.co/cNH9smTyFy",1
@janboehm Der Bitcoin ist der schlimmste Kohlestrom Klimakiller ever mit dem man nur Metzelders Handy im Darknet kaufen kann 🥸,0
"@hahnflo Das klappt aber nur mit 35% für die AfD , die CDU/CSU ist an die Grünen verloren. Wenn ich Söder höre bekomme ich Pickel, der biedert sich bei denen an, einfach nur peinlich. Es braucht mehr vom Typ Maaßen in der CDU/CSU. Ich werde mit Bauchschmerzen die AfD wählen.",0
"nicht davor scheuen sich mit Kurzarbeitergeldbetrug die Taschen zu füllen, ist den Pseudodemokratieverfechtern völlig egal. Aber wenn C&amp;A Zutrittsbeschränkungen einführt &amp; man nur noch vollgeimpft o genesen dort einkaufen kann, dann beginnt die Revolution
https://t.co/LiaGvrd9kX",0
"@schafkopfer @sixtus Ostdepreviation (Schönes Wort @HeldCarolin), einhergehend mit mentalen und wohl auch zum Teil realen Inzuchtverhalten wäre mein (diskutierbarer) Erklärungsansatz #Sachsen #AfD #fckafd",1
"@Asmudeus @KoroBaer @HToenne Bei Baerbock paßt es - aber Claudia R. ist so unfaßbar ""intelligent"" ...",0
"@stelvio2004 @thewofb @sschyvonne @Karl_Lauterbach Sie haben schlichtweg nichts, aber auch gar nichts verstanden. Bevor Reitschuster das Thema aufgegriffen hat, hatte Prof. Ioannidis, Bhakdi, Wodarg bereits darauf hingewiesen. Muss schon hart sein, wenn man monatelang den falschen ""Wissenschaftlern"" auf dem Leim gegangen Ist 🤣",0
"Wieso kann dieser Nazis so etwas verbreiten, ohne deswegen belangt zu werden? Sind wir nun ein Rechtsstaat oder nicht?  Oder hat der braune Abschaum einen Freibrief für alles, weil die Justiz sich zum großen Teil ebenfalls im braunen Sumpf tummelt?",1
"@WarrenBuffett40 @Karl_Lauterbach Ich entlarve dein Geschwurbel mal eben mit den Zahlen der intensivmedizinisch Behandelten. Hört endlich auf, jeden Scheiß zu glauben, der bei Youtube und Telegram geteilt wird 🤦‍♂️. https://t.co/O0DYIOPEyv",0
"@pndaemnium @Mecklenburger11 @LillyBlaudszun @janboehm Es  ist nicht der der größte Antifaschist, der diese Hanseln am meisten aufbauscht.",0
"@rbb24 .....das lichtscheue Gesindel aus einer Melange von Antifa, Verdi, SPD und Migranten zeigt mal wieder seine hässliche, linksgrüne Fratze!",1
"@MGrosseBroemer @welt Danke für einen Lagerwahlkampf gemeinsam mit den Nazis von der AfD. Dann hören endlich die Missverständnisse über euren korrupten Haufen auf, die die letzten Jahre immer wieder zu den ungerechtfertigten Ergebnissen geführt haben.👍🏼",1
"Ins migrantisch geprägte Arbeiter:innen-Viertel einfallen, deren Autos in #Neukölln anzünden und #YallahKlassenkampf predigen - fi**t euch doch einfach selbst ins Hirn. #Remmidemmi #Sauftouristen #Friedrichshain  #b0105 https://t.co/81UJTu4gO6",0
…damit man sich von diesen Personen Terrorisieren lassen muss …. Das einer Juristischen Unterstützung braucht weil er hier Psycho terror betreibt mit dem Verein Bündnis Nazifrei !! #BKA #Presse #Verfassungsschutz was muss ich schreiben „Sieg Heil“ damit hier jemand tätig wird ?,0
"@VVinqit @leserschwert @reitschuster 🙄 Wer stellt sicher, dass in einem Medikament, einem Getränk, dem Essen, usw. drin ist was man uns erzählt? Ganz ehrlich, ich halte es für eine psychische Krankheit, ständig unter Verfolgungsangst zu leiden. ""Wie der Schelm denkt, so is er.""🤷‍♀️",0
@mansalke @GarreltDuin Noch so jemand der lieber mit zynischen Millionären solidarisch ist als mit pflegerinnen und pflegen....,0
"#Querdenker unter sich und zu blöd um einen Satz fehlerfrei zu schreiben (2 Fehler bei 11 Wörtern) - bitte - gerne, Klagepaten.

Und natürlich wieder ein unterirdischer Vergleich. Die weiße Rose als Zeichen des #Querdenken Widerstandes. Pfui Deibel.

#w0105 https://t.co/FyJh7kyEil",0
"@OlafScholz DIe meisten #stayathome Verfechter, die alles getan haben um sich nicht zu #infizieren, brav neg. #PCR Tests vorweisen, haben nicht begriffen.  

Ihr bleibt UNFREI.

Ihr werdet verarscht von #Merkel und Kumpane.

Kommt heraus und reiht euch ein. 

Gemeinsam,  für die Freiheit .",1
"@zeitonline Glückwunsch!! Ich hoffe, dass heute Abend Armin Laschet zum KK der Union bestimmt wird - dann hat Annalena Baerbock im Herbst eine echte Chance 👍😉!!",0
"@BernhardW14 @Schwaebli1 @Andrea_Stoll_ @PhilHackemann @ABaerbock Frau Teutenberg zum Beispiel. Hunderte von Frauen, die auf Kommunal-und Landesebene arbeiten!",0
Oder – ach du Schreck! – ist das der von SPIEGEL TV?,0
@machemmi Also Frau Laschet?,0
"@maybritillner @TschenPe @maithi_nk @JanJosefLiefers Und in jeder Sendung sitzt das kleine Maitai-Mädchen und schüttelt empört den Kopf, wenn Gegenrede kommt. Schlimm, diese ÖR-gepamperte  Hobbychemikerin, die wahrscheinlich in Vietnam noch nicht mal alten Fisch verkaufen dürfte, weil sie einfach nicht schlau genug ist.",0
"@tobi_totts @Cassiopaia18 @stefan1531 @Hans456789 @Karl_Lauterbach DU bist Mitteilungsbedürfnis ? komm ich helf dir mal. 
0800.1110111
|
0800.1110222
Hier wird dir geholfen",0
@Hadmut @KathaSchulze Master an einer englischen Eliteuni? So mal als Beispiel.,0
@Moominsusi @Karl_Lauterbach @BILD Seid vorsichtig + impft Euch mit einer unerprobten genbasierten Technologie! (echt?!) https://t.co/LCZ503TCZJ,0
"Ist bekannt, ob Frau @ABaerbock den Betrag von bis zu 37.000 Euro auch beim Finanzamt „versehentlich“ vergessen hat anzugeben? @BILD
#Baerbock
https://t.co/wPm821d9U1",0
@Freizeitrobin @MartinSebas8 @watwillse @ZentralratJuden @ulfposh ??? Antisemiten abschieben macht die Situation hier für Juden schlimmer ???,0
@sunstar1606 @Laika66753508 @reitschuster Weil es genügend Eltern gibt die ihre Kids impfen lassen würden?…nur weil ich das anders sehe (ich bin auch nicht geimpft und bleibe es auch) gilt das ja nicht für alle…,0
"@Hans456789 @Karl_Lauterbach Das Zeug was du rauchst, brauche ich auch, Jung.",0
~elektronische Chats~,0
"@tobi_totts @stefan1531 @Hans456789 @Karl_Lauterbach Mensch sag das doch direkt, du bist eine correctiv Hirnpraline.  Da mit ist doch alles klar, du hast deinen LBS weg geschmissen. Die haben doch auch schon beleg das die Erde keine Kugel ist, die ist nen Rechteck.",0
@conconconny @popela_ I mean... auch mad respect für das Ganze! 🙈,0
"@Nora_Helene1 @MikeHeinze1 @reitschuster Wie in🇩🇪 geschehen:
#Arztzulassung entzogen➡️Berufsverbot für Ärzte in🇦🇹
⚕️geflüchteter Arzt Dr. Peer Eifler für die Ausstellung von Attesten zur Befreiung von der #Maskenpflicht 
⚕️regierungskritische Grazer Ex-Spitalsärztin Dr. Konstantina Rösch
https://t.co/zbRFUrNvMo",0
"@janboehm Ich hab vor ca. 30 Jahren Pizza ausgeliefert. Meine Erkenntnis: Leute, die wenig Geld haben, geben großzügiges Trinkgeld. Leute mit viel Geld: meist gar keins.",0
"Antifa 🤝 historische Kirchen

Tina will unbedingt ne Linie dazwischen ziehen",0
"@rstrohmi @Libra08101 Wir werden ihn finden. Schließlich wird seine Brühe auf der ganzen Welt verabreicht.
Die Jagd nach dem Arsch wird Kultr- Religion- und Systemübergreifend sein.
Sie werden gejagt werden wie seinerzeit die Nazis.",0
"@Beatrix_vStorch das ist meine forderung, bitte nie wieder diese nazischweine im bundestag. nazis endlich mind. 8 jahre einsperren. das ist seit Jahren, was deutschland will. und dazu noch einreiseverbot fuer afd politiker aus der schweiz.",1
"@EvamariaWimmer1 @herr_sin @Karl_Lauterbach @Alice_Weidel Sie sind die Rassistin - es geht nicht darum, wie sie lebt, sondern was sie für eine Einstellung hat. Sie ist in einer Partei, welche Ihre Freundin / Partnerin in die Wüste schicken würde und Sie sind auch in einer solchen. Pfui deibel, sie kotzen mich an",0
"@SerapGueler Sie werden mit Herrn Maaßen in einer Fraktion sitzen!Ich gönne es Ihnen. Von Herzen!Oder ziehen Sie aus Protest Ihre Kandidatur zurück?
Wäre doch ein tolles Statement!",0
"DAS meine ich, wenn ich von weltweiten Rechtsruck spreche. #FCKNZS #Faschismus #Rassismus #Rechtsruck #AfDrausausdenParlamenten https://t.co/ISAcFfcCtj",0
"@D_Grundmann Das körperliche Geschlecht per Gesetz aufzulösen hat eher weniger was mit den Rechten von #LGBTQ zu tun. 14-Jährige sollen mir nichts, dir nichts ihr Geschlecht per Sprechakt ändern können? Halte ich für falsch.",0
"@guccimutter @KajBBM @Sunny__CEO Achso ja,Ich bin dahin gegangen habe gesagt:Was willst du hier du Dummer hurensohn verpiss dich aus mein Haus kleine lesbe 
Dann sind 2 andere gekommen und dann haben die Stabil zu 3 Mich behindert gemacht/Geschlagen halt",1
"@greenpeace_de Ach ihr kack Lügner!! Wenn es euch leid tätet hätte ihr den Tweet gelöscht!

Löscht euch! Morgen grab ich wegen euch 3 Bäume aus!! https://t.co/1AADcM7XZi",0
"Virusmutation: Wie gefährlich ist B.1.617? https://t.co/sHcjQiQLeJ klar doch, vor lauter Angst es könnte jemand Nazi rufen lassen wir die Grenzen offen und opfern lieber eigene Leute!",0
"Weiterhin nur wischiwaschi und alles verniedlichen. Die Kotze geht einem wirklich langsam aus. 

KLARE ANSAGEN! Virologe sinnhaft gestern bei #AnneWill: Hört auf #Wahlkampf zu machen sondern tut etwas gegen #Corona und meckert nicht über jeden #Beschluss.

#COVID19 #covididioten https://t.co/XCJDVeB0ez",0
"@Stefges1 @Markus_Soeder Klima ist nur dort interessant, wo die nachfolgende Generation des Wohlstands überdrüssig ist 👍
Der Großteil der Welt hat andere Sorgen, als sich darüber zu beschweren, wo der Strom herkommt
Wenn man den FFF Kids mal 1 Woche das Internet wegnimmt, denken die auch anders 😎",0
"@0711Punks Jaja Du psychopatisierte Ausgeburt des neuen platzenden Eugenik Rassenwahns gegen die Menschheit
Wer gegen den Querschnit der demokratischen Gesellschaft ist, ist ein NATO Krieg Nazi Kapo und kein Antifaschist 😎 #Querdenken711 #Querdenker #KenFm @nuoviso 
https://t.co/0AU9ROmzDA https://t.co/ekzT3fYZLy",1
"@PeterBe38098838 @reitschuster Gut, dass Sie mich nicht angetroffen haben.",0
